Transaction ID,Customer ID,Product Segment,Region Assignment,Sales Channel,Units Demanded,Unit Price USD,Discount Decimal,Tax Rate,Shipping Fee,Order Open Date,Order Close Date,Customer Age,Lead Source,Priority Status,Warehouse Code,Return Requested,Manager Review,Ghost Column A,Ghost Column B
TXN-11577,CUST-1261,Wireless Head-phones,East ,RETAIL,9,788.27,0.26,0.08,11.66,2025-02-28,2025-03-16,43,NA,-,WH-5,False,Rejected,NULL,NA
TXN-11578,CUST-1483,Smart-Phone X,south,Retail,7,748.16,0.24,0.08,33.49,2025-09-03,2025-09-09,71,Referral,-,WH-4,True,Rejected,Valid Data,NULL
TXN-11579,CUST-1028,Smart-Phone X,East,Retail,999,678.7,0.19,0.08,12.04,2025-11-28,2025-11-29,60,Web Search,Urgent,WH-5,False,Pending,NA,NULL
TXN-11580,CUST-1465,Premium Laptop,West,RETAIL,2,316.74,0.23,0.08,14.42,2025-05-05,2025-05-24,22,Social Media,High,WH-1,NULL,Rejected,Valid Data,NA
TXN-11581,CUST-1341,smartphone X,NORTH,RETAIL,5,499.54,0.05,0.08,24.77,2025-10-31,2025-11-17,35,Referral,Medium,WH-3,False,Rejected,NA,NA
TXN-11582,CUST-1184,Smart-Phone X,East,RETAIL,4,733.65,0.14,0.08,41.59,2025-01-21,2025-01-26,20,Social Media,Urgent,WH-3,True,Approved,NA,NULL
TXN-11583,CUST-1203,Wireless Head-phones,East ,Online,9,621.28,0.11,0.08,13.47,2025-01-29,2025-02-04,34,Web Search,Low,WH-2,NULL,Rejected,-,NULL
TXN-11584,CUST-1075,smartphone X,West,RETAIL,10,1185.95,0.03,0.08,10.77,2025-09-22,2025-10-12,69,NA,Urgent,WH-5,NULL,Pending,-,NULL
TXN-11585,CUST-1366,Smart Watch v2,NORTH,RETAIL,9,206.91,0.15,0.08,35.36,2025-10-16,2025-10-26,58,Referral,Low,WH-5,NULL,Approved,-,NULL
TXN-11586,CUST-1437,Smart-Phone X,NORTH,  Online  ,8,849.42,0.28,0.08,25.02,2025-02-13,2025-03-05,41,Web Search,Low,WH-5,NULL,Pending,Valid Data,NA
TXN-11587,CUST-1218,smartphone X,South,online,1,514.97,0.01,0.08,41.47,2025-08-30,2025-09-05,64,Web Search,Low,WH-4,False,Rejected,NA,NULL
TXN-11588,CUST-1189,Premium Laptop,NORTH,Online,1,542.43,0.09,0.08,10.86,2025-04-23,2025-05-13,22,Social Media,Low,WH-1,True,Pending,Valid Data,NA
TXN-11589,CUST-1197,Wireless Head-phones, West,Wholesale,9,875.24,0.06,0.08,30.84,2025-03-15,2025-03-21,61,Social Media,-,WH-4,True,Rejected,NULL,NA
TXN-11590,CUST-1190,Smart-Phone X,East,RETAIL,6,846.3,0.07,0.08,14.32,2025-11-16,2025-11-25,45,Web Search,Medium,WH-1,True,Pending,NULL,NA
TXN-11591,CUST-1006,Smart Watch V2,East ,Retail,NULL,1189.94,0.27,0.08,11.27,2025-03-27,2025-04-07,54,Social Media,High,WH-1,False,Approved,-,NA
TXN-11592,CUST-1145,Wireless Headphones,East ,Retail,5,197.65,0.14,0.08,32.34,2025-08-21,2025-08-24,23,Web Search,Low,WH-4,True,Pending,NULL,NULL
TXN-11593,CUST-1176,Smart-Phone X,South,RETAIL,7,169.73,0.14,0.08,28.75,2025-04-28,2025-05-03,42,NA,Low,WH-3,NULL,Pending,NULL,NULL
TXN-11594,CUST-1179,Tablet Ultra,East,  Online  ,5,882.99,0.23,0.08,35.19,2025-02-25,2025-03-14,31,Referral,-,WH-4,False,Rejected,-,NULL
TXN-11595,CUST-1157,Premium Laptop, West,online,7,715.14,0.05,0.08,17.38,2025-09-16,2025-09-21,46,NA,-,WH-4,True,Approved,NA,NULL
TXN-11596,CUST-1500,Tablet Ultra,south,  Online  ,10,365.28,0.15,0.08,22.92,2025-11-07,2025-11-23,40,NA,Low,WH-2,True,Approved,NA,Active
TXN-11597,CUST-1228,Smart Watch V2,south,Online,6,141.33,0.13,0.08,21.22,2025-11-11,2025-11-29,21,NA,Low,WH-2,NULL,Rejected,-,NA
TXN-11598,CUST-1447,Premium Laptop, West,Wholesale,8,148.51,0.18,0.08,44.36,2025-09-15,2025-09-18,18,NA,Low,WH-4,True,Approved,NA,NULL
TXN-11599,CUST-1287,smartphone X,south,Online,4,1078.32,0.3,0.08,16.69,2025-09-04,2025-09-24,19,Web Search,Medium,WH-3,NULL,Rejected,NA,NA
TXN-11600,CUST-1044,Smart Watch v2,East ,  Online  ,6,270.65,0.23,0.08,16.79,2025-10-04,2025-10-18,45,Web Search,-,WH-3,False,Pending,Valid Data,NA
TXN-11601,CUST-1110,Wireless Head-phones, West,RETAIL,4,421.88,0.12,0.08,19.18,2025-09-25,2025-09-27,60,Web Search,High,WH-4,NULL,Rejected,Valid Data,NULL
TXN-11602,CUST-1372,Smart Watch V2,East ,  Online  ,8,310.65,0.25,0.08,27.58,2025-12-24,2026-01-01,NULL,Email Campaign,High,WH-1,False,Approved,-,NA
TXN-11603,CUST-1454,Premium Laptop,East ,online,9,458.25,0.05,0.08,15.09,2025-09-04,2025-09-17,64,Web Search,-,WH-1,False,Pending,-,NA
TXN-11604,CUST-1227,Premium Laptop, West,RETAIL,NULL,129.84,0.01,0.08,41.61,2025-06-29,2025-07-18,27,Web Search,High,WH-4,False,Pending,NULL,NULL
TXN-11605,CUST-1379,Premium Laptop,North,RETAIL,3,646.92,0.06,0.08,15.63,2025-02-20,2025-03-01,30,Social Media,-,WH-3,False,Rejected,-,NULL
TXN-11606,CUST-1212,Smart Watch v2,North,Retail,1,127.75,0.1,0.08,40.83,2025-09-02,2025-09-05,66,Email Campaign,High,WH-2,False,Approved,-,NA
TXN-11607,CUST-1411,Tablet Ultra,East ,Retail,7,970.41,0.15,0.08,9.14,2025-05-26,2025-06-13,75,Referral,-,WH-4,NULL,Pending,Valid Data,NULL
TXN-11608,CUST-1226,Tablet Ultra,South,online,2,318.77,0.18,0.08,31.26,2025-07-29,2025-07-30,43,Web Search,-,WH-4,False,Approved,NULL,NULL
TXN-11609,CUST-1147,Wireless Headphones,East,Wholesale,9,671.01,0.27,0.08,41.28,2025-12-30,2025-12-31,54,Social Media,Urgent,WH-1,True,Pending,-,NA
TXN-11610,CUST-1083,Tablet Ultra,NORTH,  Online  ,3,1062.09,0.15,0.08,11.75,2025-10-23,2025-11-09,43,Web Search,Low,WH-2,NULL,Approved,Valid Data,NULL
TXN-11611,CUST-1412,Tablet Ultra,West,Retail,4,798.51,0.15,0.08,43.73,2025-01-04,2025-01-11,NULL,Referral,Low,WH-4,False,Pending,Valid Data,NA
TXN-11612,CUST-1372,smartphone X,south,Retail,2,662.9,0.02,0.08,23.12,2025-12-19,2026-01-02,28,Web Search,-,WH-5,False,Rejected,NULL,NA
TXN-11613,CUST-1496,Premium Laptop,East,online,NULL,422.98,0.01,0.08,42.83,2025-07-05,2025-07-19,75,NA,Medium,WH-1,False,Pending,NA,NULL
TXN-11614,CUST-1459,Smart Watch v2,NORTH,  Online  ,7,432.95,0.17,0.08,32.07,2025-11-30,2025-12-09,23,Referral,Low,WH-3,False,Pending,NA,NULL
TXN-11615,CUST-1217,Premium Laptop,North,Retail,5,819.91,0.13,0.08,17.06,2025-10-02,2025-10-14,67,NA,Low,WH-5,True,Approved,-,NULL
TXN-11616,CUST-1373,Premium Laptop,East ,Wholesale,8,1193.26,0.25,0.08,12.53,2025-11-10,2025-11-23,46,Referral,Low,WH-5,NULL,Approved,-,NULL
TXN-11617,CUST-1458,Wireless Headphones,East,Retail,2,811.12,0.05,0.08,17.15,2025-04-15,2025-05-03,61,Web Search,Urgent,WH-1,True,Rejected,-,NA
TXN-11618,CUST-1212,Tablet Ultra,East ,Wholesale,4,691.45,0.01,0.08,8.72,2025-09-05,2025-09-23,47,Web Search,Urgent,WH-2,False,Approved,NULL,NA
TXN-11619,CUST-1071,smartphone X,North,Online,2,890.25,0.13,0.08,10.75,2025-10-12,2025-10-22,62,Referral,Medium,WH-3,False,Approved,-,NA
TXN-11620,CUST-1427,Tablet Ultra, West,Online,10,584.99,0.07,0.08,9.19,2025-10-23,2025-11-05,51,Social Media,Medium,WH-2,False,Approved,NA,NULL
TXN-11621,CUST-1300,smartphone X, West,Retail,4,119.16,0.01,0.08,21.92,2025-03-12,2025-03-16,48,Email Campaign,-,WH-1,True,Pending,NA,NULL
TXN-11622,CUST-1306,Smart-Phone X,North,RETAIL,999,696.64,0.22,0.08,36.82,2025-04-28,2025-05-04,44,NA,Low,WH-5,True,Rejected,Valid Data,NULL
TXN-11623,CUST-1044,Smart-Phone X,South,online,3,1151.27,0.03,0.08,10.66,2025-02-21,2025-03-06,71,Web Search,Medium,WH-3,False,Pending,NULL,NA
TXN-11624,CUST-1073,Premium Laptop,North,online,1,251.6,0.18,0.08,10.21,2025-06-23,2025-07-13,31,NA,High,WH-2,False,Pending,Valid Data,NULL
TXN-11625,CUST-1106,Smart Watch v2,NORTH,Retail,8,843.51,0.08,0.08,30.74,2025-12-23,2025-12-25,61,Email Campaign,Urgent,WH-4,NULL,Pending,NULL,NA
TXN-11626,CUST-1155,smartphone X,South,  Online  ,4,281.07,0.05,0.08,12.89,2025-03-24,2025-03-25,62,Web Search,-,WH-4,NULL,Approved,NULL,NULL
TXN-11627,CUST-1243,Wireless Headphones,south,RETAIL,6,666.2,0.11,0.08,8.9,2025-02-16,2025-03-04,30,NA,Urgent,WH-5,True,Pending,Valid Data,NA
TXN-11628,CUST-1444,Wireless Headphones,South,online,9,161.18,0.24,0.08,11.67,2025-11-04,2025-11-07,23,Email Campaign,High,WH-5,NULL,Rejected,-,NA
TXN-11629,CUST-1268,Tablet Ultra,NORTH,Retail,10,567.93,0.12,0.08,41.95,2025-05-15,2025-05-18,42,Referral,Low,WH-2,NULL,Pending,NULL,Active
TXN-11630,CUST-1171,Tablet Ultra, West,Retail,7,919.59,0.23,0.08,37.86,2025-11-08,2025-11-21,30,NA,Urgent,WH-5,NULL,Approved,Valid Data,NA
TXN-11631,CUST-1033,Smart Watch v2,south,online,6,449.71,0.04,0.08,19.16,2025-07-25,2025-08-11,NULL,Email Campaign,Urgent,WH-4,NULL,Rejected,NULL,NULL
TXN-11632,CUST-1477,Smart Watch v2,North,RETAIL,9,814.65,0.23,0.08,31.23,2025-05-27,2025-06-16,25,Email Campaign,High,WH-3,False,Approved,NA,NA
TXN-11633,CUST-1491,smartphone X,South,  Online  ,1,964.77,0.07,0.08,26.49,2025-01-30,2025-02-05,28,Web Search,Medium,WH-3,True,Rejected,-,Active
TXN-11634,CUST-1302,Tablet Ultra,North,Online,10,1116.25,0.2,0.08,32.08,2025-11-24,2025-11-25,22,Web Search,Urgent,WH-3,False,Pending,NA,NULL
TXN-11635,CUST-1387,Tablet Ultra,West,RETAIL,NA,319.84,0.17,0.08,32.31,2025-04-14,2025-05-01,19,Web Search,High,WH-4,True,Rejected,NA,NA
TXN-11636,CUST-1192,smartphone X,East,Wholesale,3,509.21,0.28,0.08,30.15,2025-05-27,2025-06-16,49,Social Media,Urgent,WH-4,NULL,Rejected,NULL,Active
TXN-11637,CUST-1045,Wireless Headphones, West,Retail,1,225.28,0.12,0.08,15.64,2025-09-19,2025-09-27,35,Referral,Medium,WH-2,False,Pending,NA,NULL
TXN-11638,CUST-1003,Wireless Headphones,East,Retail,4,1191.36,0.02,0.08,6.56,2025-11-11,2025-11-13,54,Email Campaign,Low,WH-3,False,Approved,NULL,NULL
TXN-11639,CUST-1209,Smart-Phone X,West,online,4,1116.05,0.01,0.08,23.22,2025-07-04,2025-07-05,69,Social Media,-,WH-1,True,Approved,Valid Data,NULL
TXN-11640,CUST-1327,Premium Laptop,East,  Online  ,8,25000,0.25,0.08,-850,2025-03-22,2025-03-31,48,Email Campaign,Urgent,WH-5,True,Pending,Valid Data,NA
TXN-11641,CUST-1468,Smart Watch v2,NORTH,Online,8,1018.34,0.16,0.08,27.78,2025-07-24,2025-08-06,-,NA,High,WH-3,NULL,Pending,NA,NULL
TXN-11642,CUST-1139,Wireless Headphones,NORTH,Online,3,649.1,0.23,0.08,38.3,2025-07-27,2025-08-13,NULL,Social Media,Urgent,WH-2,False,Pending,NA,NA
TXN-11643,CUST-1212,Premium Laptop,North,  Online  ,999,767.12,0.07,0.08,44.66,2025-01-08,2025-01-11,47,Web Search,High,WH-2,False,Rejected,NULL,Active
TXN-11644,CUST-1089,Smart Watch v2, West,Online,4,152.49,0.1,0.08,11.54,2025-02-16,2025-03-06,37,Web Search,Low,WH-2,False,Pending,NULL,Active
TXN-11645,CUST-1284,Tablet Ultra,West,  Online  ,5,918.56,0.01,0.08,32.67,2025-10-26,2025-11-04,66,Referral,Urgent,WH-3,NULL,Pending,-,NULL
TXN-11646,CUST-1236,Smart Watch V2,South,  Online  ,7,196.87,0.29,0.08,31.97,2025-04-26,2025-05-03,43,Social Media,Medium,WH-2,True,Pending,NULL,NULL
TXN-11647,CUST-1363,Tablet Ultra,South,online,2,999.98,0.2,0.08,44.2,2025-08-21,2025-09-09,46,NA,Urgent,WH-2,True,Approved,NULL,NULL
TXN-11648,CUST-1290,smartphone X,North,RETAIL,3,949.33,0.28,0.08,44.42,2025-01-03,2025-01-17,37,NA,Urgent,WH-3,False,Approved,-,NULL
TXN-11649,CUST-1386,Wireless Head-phones,East,online,1,865.06,0.08,0.08,32.47,2025-09-17,2025-09-20,23,Referral,High,WH-5,False,Pending,NULL,NULL
TXN-11650,CUST-1468,Wireless Headphones,South,online,1,91.58,0.18,0.08,14.74,2025-09-15,2025-09-19,30,NA,Medium,WH-1,False,Pending,-,NULL
TXN-11651,CUST-1070,Premium Laptop,South,Online,7,398.6,0.2,0.08,36.94,2025-09-20,2025-10-08,40,Web Search,Medium,WH-1,True,Rejected,NA,NULL
TXN-11652,CUST-1102,smartphone X,West,online,3,352.58,0.1,0.08,9.28,2025-10-22,2025-11-06,20,Referral,Low,WH-3,False,Rejected,NA,NULL
TXN-11653,CUST-1095,Tablet Ultra,West,Wholesale,3,464.16,0.25,0.08,36.23,2025-07-13,2025-07-21,39,Social Media,High,WH-1,True,Rejected,NULL,NA
TXN-11654,CUST-1426,Smart Watch v2,South,  Online  ,7,150.79,0.28,0.08,41.41,2025-06-23,2025-07-08,NULL,Referral,Low,WH-4,True,Pending,NULL,NA
TXN-11655,CUST-1195,Wireless Head-phones, West,RETAIL,3,1127.5,0.27,0.08,20.31,2025-12-15,2026-01-03,38,NA,-,WH-2,NULL,Pending,NA,NULL
TXN-11656,CUST-1148,Smart Watch V2,North,Online,9,686.87,0.22,0.08,30.23,2025-01-15,2025-01-24,48,Web Search,Low,WH-3,NULL,Approved,NA,NA
TXN-11657,CUST-1283,smartphone X, West,  Online  ,9,401.35,0.08,0.08,22.21,2025-02-04,2025-02-12,55,Social Media,High,WH-1,False,Pending,-,NULL
TXN-11658,CUST-1251,Smart-Phone X,East ,RETAIL,10,506.53,0.08,0.08,22.51,2025-12-13,2025-12-24,35,Referral,High,WH-3,NULL,Rejected,NA,NA
TXN-11659,CUST-1021,Wireless Head-phones,North,  Online  ,10,564.28,0.29,0.08,17.41,2025-07-31,2025-08-17,57,Web Search,Low,WH-3,False,Pending,NULL,NULL
TXN-11660,CUST-1421,smartphone X,South,RETAIL,8,740.68,0,0.08,35.49,2025-10-02,2025-09-27,47,Referral,Medium,WH-2,True,Rejected,Valid Data,NA
TXN-11661,CUST-1423,Wireless Headphones,NORTH,  Online  ,10,643.03,0.21,0.08,42.45,2025-05-08,2025-05-21,25,Web Search,High,WH-4,True,Pending,-,NA
TXN-11662,CUST-1154,Smart Watch v2,East ,Online,10,1107.3,0.21,0.08,42.63,2025-12-11,2025-12-22,54,Referral,High,WH-5,NULL,Pending,NULL,NULL
TXN-11663,CUST-1427,Smart-Phone X, West,online,8,621.51,0.19,0.08,11.99,2025-02-08,2025-02-14,26,Web Search,Urgent,WH-1,True,Approved,-,NULL
TXN-11664,CUST-1299,Wireless Headphones,East,online,10,1190.98,0.3,0.08,39.99,2025-09-01,2025-09-08,42,NA,Medium,WH-3,True,Rejected,Valid Data,NULL
TXN-11665,CUST-1155,Smart-Phone X,West,  Online  ,8,1029.14,0.09,0.08,34.5,2025-10-21,2025-10-28,31,NA,High,WH-5,NULL,Rejected,NULL,NA
TXN-11666,CUST-1252,Wireless Headphones,NORTH,Online,5,289.79,0.1,0.08,15.11,2025-09-13,2025-09-21,41,Web Search,Urgent,WH-3,NULL,Pending,NULL,NA
TXN-11667,CUST-1286,Smart Watch V2, West,Wholesale,1,1120.18,0.02,0.08,7.69,2025-05-04,2025-05-11,64,NA,Urgent,WH-3,NULL,Approved,-,NA
TXN-11668,CUST-1378,smartphone X,South,online,5,183.82,0.13,0.08,15.72,2025-04-28,2025-05-06,NULL,Referral,High,WH-4,False,Approved,-,NA
TXN-11669,CUST-1237,Wireless Headphones,East ,  Online  ,9,990.07,0.08,0.08,41.49,2025-11-13,2025-11-17,28,Social Media,Low,WH-3,NULL,Approved,-,NULL
TXN-11670,CUST-1114,Premium Laptop,East,Online,2,487.72,0.1,0.08,30.33,2025-03-03,2025-03-19,47,Social Media,Urgent,WH-5,False,Rejected,NULL,NA
TXN-11671,CUST-1013,Smart Watch V2,North,Wholesale,2,1059.67,0.25,0.08,33.84,2025-11-11,2025-11-02,31,Social Media,High,WH-1,True,Pending,NULL,NA
TXN-11672,CUST-1405,Smart Watch v2,East,online,3,1048.27,0.28,0.08,15.29,2025-01-22,2025-02-03,33,NA,Low,WH-4,False,Pending,NULL,NA
TXN-11673,CUST-1001,Tablet Ultra,East,  Online  ,4,976.81,0.06,0.08,33.78,2025-11-14,2025-12-03,72,NA,-,WH-2,False,Pending,-,NA
TXN-11674,CUST-1078,Premium Laptop,West,RETAIL,9,958.54,0.11,0.08,6.12,2025-05-21,2025-06-07,36,Referral,Urgent,WH-4,False,Rejected,NA,NA
TXN-11675,CUST-1134,Tablet Ultra,East,  Online  ,2,400.38,0.28,0.08,20.01,2025-05-24,2025-06-12,57,Email Campaign,-,WH-5,False,Approved,-,NULL
TXN-11676,CUST-1153,Premium Laptop,West,  Online  ,7,143.06,0.02,0.08,30.07,2025-03-07,2025-03-21,71,Referral,High,WH-4,True,Rejected,NULL,NULL
TXN-11677,CUST-1489,smartphone X, West,online,10,513.43,0.03,0.08,10.84,2025-09-02,2025-09-04,39,Referral,Low,WH-1,False,Rejected,-,NA
TXN-11678,CUST-1327,Wireless Head-phones, West,online,3,249.55,0.05,0.08,37.92,2025-09-15,2025-09-21,40,Web Search,Medium,WH-2,False,Rejected,-,NULL
TXN-11679,CUST-1427,Tablet Ultra,NORTH,Online,3,849.19,0.18,0.08,14.4,2025-08-23,2025-09-09,44,NA,Medium,WH-3,True,Pending,NULL,Active
TXN-11680,CUST-1325,Smart Watch v2,NORTH,Online,4,448.01,0.05,0.08,31.09,2025-08-24,2025-08-25,33,Social Media,Low,WH-2,NULL,Pending,NA,NULL
TXN-11681,CUST-1241,Tablet Ultra,South,Retail,4,1171.95,0.29,0.08,21.21,2025-01-07,2025-01-20,39,Referral,Low,WH-3,True,Rejected,NULL,NA
TXN-11682,CUST-1063,smartphone X, West,Wholesale,9,787.12,0.13,0.08,28.84,2025-10-25,2025-11-06,73,Email Campaign,High,WH-4,True,Rejected,NULL,NULL
TXN-11683,CUST-1334,Premium Laptop,south,RETAIL,9,995.85,0.15,0.08,9.3,2025-11-10,2025-11-16,36,Social Media,Medium,WH-1,False,Pending,NULL,NULL
TXN-11684,CUST-1340,Smart-Phone X,NORTH,Online,4,202.4,0.07,0.08,5.68,2025-10-08,2025-10-17,37,Web Search,Medium,WH-2,NULL,Pending,NA,NA
TXN-11685,CUST-1457,Wireless Headphones,East ,  Online  ,2,1041.32,0.14,0.08,41.38,2025-08-30,2025-09-10,68,Referral,-,WH-2,True,Pending,-,NULL
TXN-11686,CUST-1147,Smart Watch V2,East ,Retail,9,1111.17,0.2,0.08,15.79,2025-07-07,2025-07-21,75,Referral,Low,WH-2,True,Rejected,NA,NA
TXN-11687,CUST-1213,Wireless Head-phones,South,Wholesale,5,610.12,0.23,0.08,37.79,2025-04-18,2025-04-30,25,NA,Low,WH-2,False,Approved,Valid Data,NULL
TXN-11688,CUST-1091,Tablet Ultra, West,online,3,747.19,0.23,0.08,44.97,2025-07-06,2025-07-15,56,Web Search,Urgent,WH-5,False,Rejected,-,NULL
TXN-11689,CUST-1251,Smart-Phone X,East ,  Online  ,1,929.53,0.17,0.08,13.46,2025-08-19,2025-08-24,66,Web Search,-,WH-3,True,Pending,NULL,NULL
TXN-11690,CUST-1464,Smart Watch v2,East ,Wholesale,4,251.06,0.27,0.08,15.61,2025-10-22,2025-10-26,71,Social Media,Low,WH-5,NULL,Pending,-,NA
TXN-11691,CUST-1352,Tablet Ultra,East,Retail,4,627.95,0.25,0.08,31.51,2025-05-19,2025-06-06,72,Email Campaign,High,WH-3,False,Approved,NA,NA
TXN-11692,CUST-1330,Premium Laptop,North,Retail,2,508.46,0.23,0.08,43.62,2025-08-10,2025-08-17,55,NA,Urgent,WH-3,True,Approved,NULL,NA
TXN-11693,CUST-1125,Tablet Ultra,NORTH,online,10,218.33,0.02,0.08,41.63,2025-03-16,2025-03-21,32,Web Search,Low,WH-2,NULL,Rejected,Valid Data,NULL
TXN-11694,CUST-1014,Smart Watch V2, West,Retail,7,472.66,0,0.08,25.12,2025-08-31,2025-09-06,35,NA,Low,WH-2,NULL,Pending,-,NA
TXN-11695,CUST-1061,Wireless Headphones,South,Wholesale,9,128.4,0.06,0.08,36.8,2025-08-04,2025-08-21,34,Email Campaign,Medium,WH-1,True,Rejected,NULL,NA
TXN-11696,CUST-1391,Smart-Phone X,East ,Online,6,79.68,0.2,0.08,10.43,2025-10-01,2025-10-17,-,Email Campaign,High,WH-3,False,Rejected,-,NA
TXN-11697,CUST-1141,Wireless Head-phones,North,Wholesale,5,205.44,0.12,0.08,44.1,2025-06-03,2025-06-22,21,Referral,Low,WH-5,True,Approved,NULL,NULL
TXN-11698,CUST-1252,Wireless Headphones,NORTH,  Online  ,6,1157.58,0.12,0.08,43.57,2025-01-25,2025-01-31,50,NA,Urgent,WH-2,False,Approved,Valid Data,NULL
TXN-11699,CUST-1496,Premium Laptop,North,  Online  ,NULL,681.96,0.27,0.08,11.55,2025-01-31,2025-02-09,56,Web Search,-,WH-5,NULL,Pending,NA,NA
TXN-11700,CUST-1034,Smart Watch v2, West,Online,1,1160.7,0.27,0.08,16.98,2025-09-01,2025-09-05,64,Web Search,High,WH-4,True,Approved,NA,NA
TXN-11701,CUST-1306,Wireless Head-phones,North,online,1,547.37,0.27,0.08,9.01,2025-08-19,2025-08-28,54,Social Media,Low,WH-2,True,Approved,-,NA
TXN-11702,CUST-1381,Premium Laptop,south,  Online  ,3,408.59,0.09,0.08,15.87,2025-07-04,2025-07-22,52,Email Campaign,Urgent,WH-1,NULL,Approved,NA,NULL
TXN-11703,CUST-1185,Tablet Ultra,East,online,10,632.06,0.21,0.08,37.64,2025-05-12,2025-05-26,74,Email Campaign,High,WH-3,False,Rejected,-,NULL
TXN-11704,CUST-1297,Wireless Headphones, West,Retail,4,555.44,0.08,0.08,20.13,2025-03-04,2025-03-24,72,Social Media,-,WH-1,NULL,Rejected,NA,NULL
TXN-11705,CUST-1246,Wireless Headphones, West,Wholesale,2,171.51,0.06,0.08,8.54,2025-04-12,2025-04-30,24,Social Media,High,WH-2,NULL,Rejected,NA,NA
TXN-11706,CUST-1289,Tablet Ultra,NORTH,Wholesale,9,786.95,0.06,0.08,18.69,2025-03-31,2025-04-10,24,Social Media,-,WH-5,False,Rejected,NA,NULL
TXN-11707,CUST-1223,Tablet Ultra,North,Wholesale,1,298.44,0.1,0.08,44.26,2025-07-01,2025-07-18,75,Referral,-,WH-4,True,Pending,-,NULL
TXN-11708,CUST-1444,Premium Laptop,East,  Online  ,10,762.53,0.13,0.08,30.19,2025-09-07,2025-09-22,46,Social Media,-,WH-4,False,Pending,NULL,NULL
TXN-11709,CUST-1132,Tablet Ultra,south,online,NULL,797.73,0.25,0.08,21.65,2025-02-10,2025-02-20,62,Social Media,Urgent,WH-2,False,Approved,NA,NA
TXN-11710,CUST-1321,Tablet Ultra,West,Wholesale,6,224.83,0.04,0.08,11.66,2025-08-26,2025-08-31,73,Web Search,Urgent,WH-5,False,Pending,NULL,NULL
TXN-11711,CUST-1351,Smart Watch v2,south,online,2,120.55,0.22,0.08,44.45,2025-03-27,2025-04-07,20,Referral,Low,WH-5,True,Approved,NA,NULL
TXN-11712,CUST-1243,Wireless Headphones,East ,  Online  ,9,947.88,0.16,0.08,37.83,2025-08-04,2025-08-23,37,NA,Urgent,WH-1,False,Pending,-,NULL
TXN-11713,CUST-1498,Smart-Phone X,South,Wholesale,5,578.77,0.09,0.08,16.26,2025-07-27,2025-07-30,51,Web Search,-,WH-4,False,Approved,NA,NA
TXN-11714,CUST-1355,Smart Watch V2,East,RETAIL,2,116.89,0.15,0.08,7.8,2025-02-10,2025-02-18,36,Referral,Medium,WH-2,False,Pending,-,NA
TXN-11715,CUST-1418,Premium Laptop,East,Wholesale,3,1194.1,0.09,0.08,7.27,2025-06-10,2025-06-20,68,NA,Urgent,WH-1,False,Pending,NA,NULL
TXN-11716,CUST-1061,smartphone X,south,RETAIL,10,116.45,0.18,0.08,9.82,2025-12-30,2026-01-12,39,Referral,Low,WH-4,NULL,Rejected,NA,NULL
TXN-11717,CUST-1191,Smart Watch V2,south,Online,5,849.29,0.13,0.08,28.23,2025-05-19,2025-05-31,55,NA,Urgent,WH-3,NULL,Pending,NULL,NULL
TXN-11718,CUST-1262,smartphone X, West,Retail,2,1181.23,0.05,0.08,42.15,2025-10-28,2025-11-12,67,Email Campaign,High,WH-2,False,Rejected,NA,NA
TXN-11719,CUST-1375,Tablet Ultra,East,Retail,5,325.06,0.03,0.08,24.87,2025-07-31,2025-08-01,33,Referral,-,WH-5,NULL,Rejected,NULL,NA
TXN-11720,CUST-1294,Premium Laptop,NORTH,RETAIL,1,213.59,0.16,0.08,38.72,2025-03-06,2025-03-15,NULL,Email Campaign,Medium,WH-2,NULL,Approved,-,NULL
TXN-11721,CUST-1008,Smart-Phone X,NORTH,Wholesale,8,189.59,0.27,0.08,22.84,2025-12-25,2026-01-01,45,Referral,Medium,WH-2,False,Pending,NULL,NA
TXN-11722,CUST-1432,Tablet Ultra,East ,Online,NA,398.77,0.1,0.08,33.34,2025-03-27,2025-03-31,42,Referral,Low,WH-1,True,Rejected,NULL,NULL
TXN-11723,CUST-1132,Smart-Phone X,South,Retail,1,166.2,0.22,0.08,34.27,2025-02-02,2025-02-18,27,Web Search,-,WH-3,True,Pending,NULL,Active
TXN-11724,CUST-1083,smartphone X, West,Wholesale,1,845.99,0.2,0.08,11.96,2025-10-08,2025-10-21,32,Referral,Urgent,WH-1,False,Rejected,Valid Data,NA
TXN-11725,CUST-1297,Smart-Phone X,East ,RETAIL,4,121.64,0.28,0.08,19.45,2025-09-26,2025-09-29,70,Referral,Low,WH-4,NULL,Rejected,NULL,NULL
TXN-11726,CUST-1029,Tablet Ultra, West,Wholesale,6,635.84,0.25,0.08,30.49,2025-02-23,2025-02-28,NULL,Email Campaign,-,WH-4,NULL,Pending,NULL,NA
TXN-11727,CUST-1074,Tablet Ultra,East,  Online  ,9,1196.2,0.17,0.08,7.83,2025-02-13,2025-02-26,67,Web Search,Urgent,WH-5,True,Rejected,-,NA
TXN-11728,CUST-1163,smartphone X,NORTH,Wholesale,3,986.07,0.2,0.08,19.46,2025-06-08,2025-06-18,64,Referral,Urgent,WH-2,True,Rejected,NULL,NULL
